job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role
AIJOB0323,AI Compliance Manager,Governance,Senior,9,Bootcamp/Self-taught,124000.0,95000.0,320000.0,New York,USA,On-site,Enterprise (5000+),Government,Legal Knowledge|EU AI Act|Auditing|Documentation|Agile|Linux|Research,40.24,68,17.2,6.4,2026,3,1,0,0
AIJOB0324,Robotics Engineer (AI),Robotics,Mid,5,Bootcamp/Self-taught,240000.0,90000.0,320000.0,Tokyo,Japan,On-site,Big Tech (FAANG+),Manufacturing,Computer Vision|C++|Simulation|Cloud|Statistics|Agile,17.07,76,8.2,7.4,2026,3,0,0,0
AIJOB0325,AI Engineer,AI Engineering,Mid,4,Bootcamp/Self-taught,100000.0,90000.0,320000.0,Toronto,Canada,Hybrid,Enterprise (5000+),Consulting,Cloud (AWS/GCP/Azure)|Python|Docker|PyTorch|Communication,51.22,95,65.2,9.3,2025,3,0,1,0
AIJOB0326,AI Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,100000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Mid-size (501-5000),Energy,Docker|PyTorch|LLM Integration|Python|Cloud (AWS/GCP/Azure)|SQL|Statistics|Cloud,51.22,95,74.0,6.4,2026,2,0,1,0
AIJOB0327,AI Ethics Officer,Governance,Senior,10,Associate's,110000.0,95000.0,320000.0,Dubai,UAE,On-site,Mid-size (501-5000),Retail,Communication|AI Policy|Ethics Frameworks|Agile,46.99,72,15.1,6.9,2026,1,1,0,0
AIJOB0328,AI Infrastructure Eng,Infrastructure,Senior,9,PhD,140000.0,95000.0,320000.0,Bangalore,India,Hybrid,Startup (1-50),Automotive,Distributed Systems|Kubernetes|CUDA|Cloud|Storage|Networking|Leadership|Statistics,32.53,85,17.9,8.6,2026,1,1,1,0
AIJOB0329,AI Agent Developer,AI Engineering,Mid,7,Master's,280000.0,90000.0,320000.0,Dubai,UAE,On-site,SME (51-500),Automotive,AutoGen|Planning Systems|Tool Use|APIs|Python|LangChain|Research|Linux,36.59,96,36.9,7.7,2025,2,0,0,1
AIJOB0330,AI Agent Developer,AI Engineering,Mid,4,PhD,290000.0,90000.0,320000.0,Los Angeles,USA,Fully Remote,Enterprise (5000+),Automotive,Tool Use|LangChain|Python|APIs|SQL,41.46,96,50.4,9.8,2026,1,0,1,1
AIJOB0331,Deep Learning Engineer,AI Engineering,Mid,7,Bachelor's,168000.0,90000.0,320000.0,Chicago,USA,Hybrid,Mid-size (501-5000),Manufacturing,CUDA|Python|Neural Networks|GPU Computing|Git,18.05,89,27.5,7.5,2025,11,0,1,0
AIJOB0332,Senior ML Engineer,AI Engineering,Mid,6,Bachelor's,180000.0,90000.0,320000.0,Sydney,Australia,Fully Remote,SME (51-500),Research,MLOps|Python|PyTorch|System Design|LLM Fine-tuning|Statistics|Cloud,12.2,96,30.9,6.4,2025,5,0,1,0
AIJOB0333,AI Solutions Architect,Architecture,Mid,7,Bootcamp/Self-taught,180000.0,90000.0,320000.0,Amsterdam,Netherlands,Fully Remote,Mid-size (501-5000),Education,Leadership|Python|Enterprise Architecture|ML|System Design|Linux|Statistics,12.2,84,5.5,9.7,2026,3,0,1,0
AIJOB0334,Multimodal AI Engineer,AI Engineering,Senior,8,Associate's,248000.0,95000.0,320000.0,New York,USA,Hybrid,SME (51-500),Retail,PyTorch|Python|Fine-tuning|APIs|Vision-Language Models|SQL|Cloud,19.52,90,23.9,7.1,2026,1,1,1,1
AIJOB0335,AI Solutions Architect,Architecture,Lead,13,PhD,199000.0,180000.0,320000.0,Toronto,Canada,On-site,Enterprise (5000+),Media,Enterprise Architecture|Python|ML|Leadership|Cloud|System Design|Agile,20.4,84,23.2,8.1,2025,12,0,0,0
AIJOB0336,AI Engineer,AI Engineering,Entry,3,Master's,243000.0,90000.0,300000.0,New York,USA,Fully Remote,SME (51-500),Media,Cloud (AWS/GCP/Azure)|Docker|PyTorch|Python|LLM Integration|Communication,24.62,95,62.4,6.5,2026,2,0,1,0
AIJOB0337,AI Product Manager,Product,Senior,8,PhD,199000.0,95000.0,320000.0,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Government,Stakeholder Mgmt|AI Literacy|Product Strategy|Agile|Linux|Cloud,4.1,85,10.6,9.6,2026,3,1,1,0
AIJOB0338,RAG Engineer,AI Engineering,Entry,3,Master's,216000.0,90000.0,300000.0,London,UK,On-site,Startup (1-50),Manufacturing,Embeddings|Search Systems|LangChain|Agile|Linux|Git,10.77,94,16.0,8.0,2026,2,0,0,1
AIJOB0339,Multimodal AI Engineer,AI Engineering,Senior,9,Master's,183000.0,95000.0,320000.0,Remote,Global,Fully Remote,Startup (1-50),Retail,PyTorch|APIs|Vision-Language Models|Python|Communication|Problem Solving,11.81,90,9.5,9.0,2025,5,1,1,1
AIJOB0340,NLP Engineer,AI Engineering,Senior,10,PhD,145000.0,95000.0,320000.0,Beijing,China,Hybrid,Enterprise (5000+),Research,Python|LLMs|Transformers|Cloud|Communication,30.12,91,58.6,6.3,2026,1,1,1,0
AIJOB0341,AI Product Manager,Product,Senior,10,Associate's,204000.0,95000.0,320000.0,London,UK,On-site,Enterprise (5000+),Media,Product Strategy|Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Statistics|Linux,1.69,85,9.2,7.9,2025,8,1,0,0
AIJOB0342,Senior Data Scientist,Data Science,Senior,10,Master's,218000.0,95000.0,320000.0,Seattle,USA,Hybrid,Mid-size (501-5000),Retail,Advanced Statistics|ML|Causal Inference|Statistics|Cloud|Agile,5.06,90,11.6,7.2,2026,2,1,1,0
AIJOB0343,Generative AI Engineer,AI Engineering,Entry,2,Bachelor's,273000.0,90000.0,300000.0,Remote,Global,On-site,SME (51-500),Government,GenAI APIs|Python|Diffusion Models|Deployment|Research,40.0,95,51.1,7.7,2026,3,0,0,1
AIJOB0344,AI Ethics Officer,Governance,Mid,5,Master's,111000.0,90000.0,320000.0,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Energy,Ethics Frameworks|Risk Assessment|AI Policy|Leadership|Agile|Communication,45.85,72,24.2,6.7,2026,1,0,1,0
AIJOB0345,AI Compliance Manager,Governance,Mid,4,Bachelor's,144000.0,90000.0,320000.0,Remote,Global,Fully Remote,Startup (1-50),Education,Documentation|EU AI Act|Risk Management|Legal Knowledge|Git,29.76,68,16.4,9.6,2026,1,0,1,0
AIJOB0346,AI Product Manager,Product,Senior,9,PhD,260000.0,95000.0,320000.0,New York,USA,Fully Remote,Big Tech (FAANG+),Media,AI Literacy|Data Analysis|Product Strategy|Agile|Stakeholder Mgmt|Git,25.3,85,15.0,6.7,2026,2,1,1,0
AIJOB0347,Senior ML Engineer,AI Engineering,Senior,9,Bootcamp/Self-taught,269000.0,95000.0,320000.0,San Francisco,USA,On-site,SME (51-500),Consulting,Python|System Design|MLOps|PyTorch|Agile|Linux|Statistics,29.64,96,29.6,7.7,2025,5,1,0,0
AIJOB0348,AI Business Analyst,Business,Mid,6,Bootcamp/Self-taught,95000.0,90000.0,320000.0,Beijing,China,Fully Remote,Enterprise (5000+),Manufacturing,Data Visualization|Communication|SQL|Leadership,53.66,78,21.2,8.7,2026,3,0,1,0
AIJOB0349,AI Agent Developer,AI Engineering,Mid,5,Bootcamp/Self-taught,171000.0,90000.0,320000.0,Dubai,UAE,On-site,Startup (1-50),Media,LangChain|APIs|AutoGen|Python|Planning Systems|Problem Solving|SQL,16.59,96,22.9,7.6,2025,11,0,0,1
AIJOB0350,Generative AI Engineer,AI Engineering,Senior,8,PhD,150000.0,95000.0,320000.0,Bangalore,India,On-site,Mid-size (501-5000),Technology,Python|Diffusion Models|GenAI APIs|Cloud,27.71,95,36.7,8.2,2026,3,1,0,1
AIJOB0351,AI Solutions Architect,Architecture,Mid,7,Master's,180000.0,90000.0,320000.0,Beijing,China,On-site,Mid-size (501-5000),Finance,Enterprise Architecture|System Design|Python|ML|Leadership|Cloud,12.2,84,16.5,7.5,2026,3,0,0,0
AIJOB0352,RAG Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,250000.0,90000.0,300000.0,Remote,Global,On-site,Mid-size (501-5000),Technology,Vector DBs|Python|LangChain|Search Systems|Communication,28.21,94,62.4,7.7,2026,3,0,0,1
AIJOB0353,Deep Learning Engineer,AI Engineering,Entry,3,Master's,270000.0,90000.0,300000.0,Seattle,USA,Hybrid,Mid-size (501-5000),Education,PyTorch|CUDA|Neural Networks|Research|SQL,38.46,89,19.2,9.2,2025,1,0,1,0
AIJOB0354,Data Scientist,Data Science,Mid,6,Associate's,186000.0,90000.0,320000.0,Amsterdam,Netherlands,On-site,Enterprise (5000+),Media,Python|Scikit-learn|Data Visualization|Statistics|SQL|SQL,9.27,92,55.4,7.0,2026,2,0,0,0
AIJOB0355,Data Scientist,Data Science,Entry,2,Bootcamp/Self-taught,195000.0,90000.0,300000.0,Remote,Global,Hybrid,Big Tech (FAANG+),Automotive,SQL|Statistics|Scikit-learn|Data Visualization|Communication|Leadership,0.0,92,82.3,9.2,2026,2,0,1,0
AIJOB0356,Senior Data Scientist,Data Science,Mid,7,PhD,218000.0,90000.0,320000.0,Paris,France,Hybrid,Enterprise (5000+),Healthcare,Causal Inference|Python|ML|Deep Learning|Communication,6.34,90,15.4,9.8,2025,4,0,1,0
AIJOB0357,Robotics Engineer (AI),Robotics,Mid,5,PhD,234000.0,90000.0,320000.0,New York,USA,Hybrid,Startup (1-50),Finance,Control Systems|ROS|Simulation|Python|Git|Communication,14.15,76,29.8,9.0,2026,3,0,1,0
AIJOB0358,Computer Vision Engineer,AI Engineering,Senior,10,Bachelor's,213000.0,95000.0,320000.0,Austin,USA,Fully Remote,Big Tech (FAANG+),Automotive,Python|CUDA|Image Processing|PyTorch|CNNs|OpenCV|Git,2.65,87,12.3,7.7,2026,3,1,1,0
AIJOB0359,Data Scientist,Data Science,Entry,3,Master's,192000.0,90000.0,300000.0,Austin,USA,Fully Remote,Mid-size (501-5000),Manufacturing,Scikit-learn|Python|Statistics|ML Algorithms|SQL|Data Visualization|Linux|Git|Agile,1.54,92,60.9,6.9,2026,3,0,1,0
AIJOB0360,Prompt Engineer,AI Engineering,Mid,4,Bootcamp/Self-taught,161000.0,90000.0,320000.0,London,UK,Hybrid,SME (51-500),Manufacturing,Prompt Design|NLP|LLM APIs|Documentation|Python|Statistics,21.46,82,15.9,7.5,2025,11,0,1,1
AIJOB0361,Senior Data Scientist,Data Science,Senior,9,Bootcamp/Self-taught,157000.0,95000.0,320000.0,Bangalore,India,Hybrid,Startup (1-50),Media,Causal Inference|Python|Leadership|ML|Deep Learning|Cloud|Research|Communication,24.34,90,16.1,7.3,2026,3,1,1,0
AIJOB0362,LLM Engineer,AI Engineering,Mid,5,Bachelor's,178000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,Mid-size (501-5000),Media,Prompt Engineering|Vector DBs|Fine-tuning|Python|Leadership,13.17,98,61.4,6.1,2026,3,0,1,1
AIJOB0363,AI Business Analyst,Business,Entry,2,Bootcamp/Self-taught,114000.0,90000.0,300000.0,Berlin,Germany,Hybrid,SME (51-500),Education,SQL|Business Analysis|Python|Data Visualization|Communication|Git,41.54,78,16.3,9.7,2026,3,0,1,0
AIJOB0364,AI Business Analyst,Business,Mid,7,PhD,147000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Media,Communication|Python|Business Analysis|Data Visualization|SQL|Statistics,28.29,78,14.0,6.4,2026,2,0,1,0
AIJOB0365,Senior ML Engineer,AI Engineering,Senior,12,Master's,312000.0,95000.0,320000.0,Seattle,USA,Hybrid,Startup (1-50),Retail,System Design|LLM Fine-tuning|MLOps|Leadership|Problem Solving|Cloud,50.36,96,87.7,8.6,2026,3,1,1,0
AIJOB0366,Prompt Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,116000.0,90000.0,300000.0,Chicago,USA,Hybrid,SME (51-500),Media,Documentation|LLM APIs|NLP|SQL|Linux,40.51,82,20.0,7.6,2025,10,0,1,1
AIJOB0367,MLOps Engineer,ML Operations,Mid,5,Bachelor's,260000.0,90000.0,320000.0,New York,USA,On-site,Big Tech (FAANG+),Retail,Docker|CI/CD|Python|Kubernetes|MLflow|Cloud|SQL|Agile,26.83,93,50.7,6.5,2025,1,0,0,0
AIJOB0368,Prompt Engineer,AI Engineering,Entry,3,Associate's,200000.0,90000.0,300000.0,Remote,Global,Fully Remote,Big Tech (FAANG+),Finance,NLP|Testing|LLM APIs|Prompt Design|Documentation|Python|Research|Linux|Statistics,2.56,82,15.2,6.9,2025,9,0,1,1
AIJOB0369,ML Engineer,AI Engineering,Mid,7,Master's,147000.0,90000.0,320000.0,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Media,SQL|Kubernetes|Python|Problem Solving,28.29,97,56.6,6.7,2026,1,0,1,0
AIJOB0370,Data Scientist,Data Science,Entry,3,PhD,138000.0,90000.0,300000.0,Tokyo,Japan,On-site,SME (51-500),Government,Python|Data Visualization|SQL|Statistics|ML Algorithms|Scikit-learn|Statistics,29.23,92,53.5,7.5,2025,2,0,0,0
AIJOB0371,Robotics Engineer (AI),Robotics,Mid,4,Master's,160000.0,90000.0,320000.0,Chicago,USA,On-site,Mid-size (501-5000),Research,C++|Computer Vision|Python|ROS|Statistics|Linux|SQL,21.95,76,13.0,7.6,2025,7,0,0,0
AIJOB0372,Data Scientist,Data Science,Mid,5,Associate's,145000.0,90000.0,320000.0,New York,USA,Hybrid,SME (51-500),Technology,Python|SQL|ML Algorithms|Statistics|Data Visualization|Scikit-learn|Research,29.27,92,79.7,7.0,2026,3,0,1,0
AIJOB0373,Data Scientist,Data Science,Mid,5,PhD,195000.0,90000.0,320000.0,London,UK,Fully Remote,Big Tech (FAANG+),Media,ML Algorithms|Data Visualization|Statistics|Statistics,4.88,92,54.2,7.6,2026,2,0,1,0
AIJOB0374,ML Engineer,AI Engineering,Senior,10,Master's,280000.0,95000.0,320000.0,San Francisco,USA,Fully Remote,Enterprise (5000+),Healthcare,Kubernetes|TensorFlow|MLOps|PyTorch|Python|Leadership|Agile|SQL,34.94,97,36.9,7.5,2025,3,1,1,0
AIJOB0375,Generative AI Engineer,AI Engineering,Senior,8,Master's,271000.0,95000.0,320000.0,Tokyo,Japan,On-site,Mid-size (501-5000),Manufacturing,Deployment|Fine-tuning|LLMs|Diffusion Models|GenAI APIs|Communication|Statistics,30.6,95,39.0,9.5,2025,1,1,0,1
AIJOB0376,RAG Engineer,AI Engineering,Mid,7,Master's,145000.0,90000.0,320000.0,Remote,Global,Fully Remote,Startup (1-50),Government,Embeddings|Search Systems|Python|LLMs|LangChain|Vector DBs|Research|Git|Statistics,29.27,94,27.9,8.9,2026,1,0,1,1
AIJOB0377,Data Scientist,Data Science,Mid,7,Bootcamp/Self-taught,138000.0,90000.0,320000.0,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Consulting,SQL|ML Algorithms|Statistics|Problem Solving,32.68,92,32.1,7.9,2025,5,0,1,0
AIJOB0378,AI Ethics Officer,Governance,Senior,10,Master's,110000.0,95000.0,320000.0,Beijing,China,On-site,SME (51-500),Energy,Ethics Frameworks|Communication|AI Policy|Communication|Linux|Git,46.99,72,11.5,8.2,2025,9,1,0,0
AIJOB0379,Generative AI Engineer,AI Engineering,Mid,7,Associate's,150000.0,90000.0,320000.0,Berlin,Germany,Hybrid,SME (51-500),Education,Python|Diffusion Models|Deployment|GenAI APIs|Fine-tuning|LLMs|Git|Leadership,26.83,95,18.2,8.7,2025,7,0,1,1
AIJOB0380,Robotics Engineer (AI),Robotics,Mid,4,Bootcamp/Self-taught,125000.0,90000.0,320000.0,Zurich,Switzerland,On-site,Mid-size (501-5000),Automotive,Simulation|Python|Computer Vision|Communication,39.02,76,20.6,6.4,2026,1,0,0,0
AIJOB0381,AI Business Analyst,Business,Mid,4,Bachelor's,99000.0,90000.0,320000.0,Toronto,Canada,Hybrid,Mid-size (501-5000),Consulting,Business Analysis|Python|SQL|Problem Solving|Research|Git,51.71,78,29.4,9.5,2025,12,0,1,0
AIJOB0382,Senior ML Engineer,AI Engineering,Senior,11,Bachelor's,292000.0,95000.0,320000.0,Austin,USA,Hybrid,Startup (1-50),Finance,Python|Distributed Systems|LLM Fine-tuning|Cloud|Problem Solving,40.72,96,78.1,9.0,2026,2,1,1,0
AIJOB0383,LLM Engineer,AI Engineering,Mid,7,PhD,201000.0,90000.0,320000.0,Zurich,Switzerland,Hybrid,Enterprise (5000+),Technology,RAG|Prompt Engineering|Fine-tuning|Communication|Git|Leadership,1.95,98,72.6,6.7,2026,3,0,1,1
AIJOB0384,AI Security Engineer,Security,Senior,10,Bootcamp/Self-taught,201000.0,95000.0,320000.0,Berlin,Germany,Hybrid,Mid-size (501-5000),Retail,ML Security|Risk Analysis|Cybersecurity|Linux,3.13,80,21.3,7.4,2026,3,1,1,0
AIJOB0385,AI Compliance Manager,Governance,Mid,7,PhD,200000.0,90000.0,320000.0,Austin,USA,On-site,SME (51-500),Manufacturing,EU AI Act|Risk Management|Auditing|Documentation|Leadership|SQL|Cloud,2.44,68,27.7,9.0,2025,11,0,0,0
AIJOB0386,AI Ethics Officer,Governance,Senior,9,Associate's,204000.0,95000.0,320000.0,Zurich,Switzerland,Fully Remote,Big Tech (FAANG+),Automotive,Ethics Frameworks|Communication|Risk Assessment|AI Policy|Research|SQL|Research,1.69,72,22.3,7.8,2025,8,1,1,0
AIJOB0387,Generative AI Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,150000.0,90000.0,300000.0,Toronto,Canada,On-site,Enterprise (5000+),Education,Python|Deployment|Fine-tuning|LLMs|Diffusion Models|Agile,23.08,95,70.9,6.2,2025,4,0,0,1
AIJOB0388,MLOps Engineer,ML Operations,Mid,7,Master's,203000.0,90000.0,320000.0,Chicago,USA,On-site,SME (51-500),Consulting,Kubernetes|Cloud|Python|Monitoring|Git|SQL,0.98,93,79.6,7.3,2025,8,0,0,0
AIJOB0389,NLP Engineer,AI Engineering,Senior,9,Associate's,167000.0,95000.0,320000.0,Singapore,Singapore,Hybrid,Mid-size (501-5000),Media,Python|Transformers|Hugging Face|Communication,19.52,91,58.8,9.7,2025,1,1,1,0
AIJOB0390,AI Compliance Manager,Governance,Mid,5,Associate's,100000.0,90000.0,320000.0,Beijing,China,Fully Remote,Big Tech (FAANG+),Energy,Risk Management|EU AI Act|Documentation|Auditing|Leadership,51.22,68,7.0,7.8,2026,1,0,1,0
AIJOB0391,AI Research Scientist,Research,Mid,6,Bootcamp/Self-taught,190000.0,90000.0,320000.0,Dubai,UAE,Fully Remote,Enterprise (5000+),Consulting,Publishing|Research|Deep Learning|Mathematics|PyTorch|Agile|Cloud,7.32,88,5.9,6.8,2025,4,0,1,0
AIJOB0392,LLM Engineer,AI Engineering,Senior,8,Bootcamp/Self-taught,300000.0,95000.0,320000.0,Los Angeles,USA,On-site,Mid-size (501-5000),Manufacturing,Fine-tuning|Prompt Engineering|Python|RAG|Vector DBs|Research|Leadership,44.58,98,52.4,7.3,2026,2,1,0,1
AIJOB0393,Prompt Engineer,AI Engineering,Entry,2,PhD,189000.0,90000.0,300000.0,Singapore,Singapore,Fully Remote,Enterprise (5000+),Retail,LLM APIs|Python|Prompt Design|Documentation|NLP|Testing|Leadership|Problem Solving|Git,3.08,82,6.8,6.1,2025,4,0,1,1
AIJOB0394,Multimodal AI Engineer,AI Engineering,Mid,7,PhD,235000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Mid-size (501-5000),Government,Fine-tuning|PyTorch|Python|Agile|Statistics,14.63,90,23.9,6.0,2026,1,0,1,1
AIJOB0395,LLM Engineer,AI Engineering,Mid,6,Bootcamp/Self-taught,160000.0,90000.0,320000.0,London,UK,Hybrid,SME (51-500),Education,Vector DBs|RAG|Fine-tuning|Python|LLM APIs|Prompt Engineering|Cloud|Communication,21.95,98,42.4,8.2,2025,12,0,1,1
AIJOB0396,AI Engineer,AI Engineering,Mid,7,Master's,211000.0,90000.0,320000.0,Remote,Global,Hybrid,Mid-size (501-5000),Manufacturing,Docker|Cloud (AWS/GCP/Azure)|LLM Integration|Python|SQL|Linux|Leadership,2.93,95,81.7,8.2,2025,7,0,1,0
AIJOB0397,Deep Learning Engineer,AI Engineering,Senior,8,Master's,215000.0,95000.0,320000.0,Sydney,Australia,On-site,Startup (1-50),Education,CUDA|TensorFlow|Python|Neural Networks|GPU Computing|PyTorch|Problem Solving,3.61,89,27.8,7.5,2025,5,1,0,0
AIJOB0398,Multimodal AI Engineer,AI Engineering,Entry,3,Bachelor's,231000.0,90000.0,300000.0,Dubai,UAE,Hybrid,Startup (1-50),Healthcare,PyTorch|APIs|Vision-Language Models|Git,18.46,90,6.7,9.6,2026,1,0,1,1
AIJOB0399,Deep Learning Engineer,AI Engineering,Mid,7,Master's,270000.0,90000.0,320000.0,Paris,France,On-site,Enterprise (5000+),Education,GPU Computing|Neural Networks|TensorFlow|Python|Linux,31.71,89,25.2,8.0,2026,2,0,0,0
AIJOB0400,AI Solutions Architect,Architecture,Lead,13,Bachelor's,209000.0,180000.0,320000.0,Zurich,Switzerland,Fully Remote,Big Tech (FAANG+),Energy,Enterprise Architecture|ML|Python|Leadership|System Design|Communication|Linux,16.4,84,27.8,6.7,2026,2,0,1,0
AIJOB0401,AI Infrastructure Eng,Infrastructure,Mid,7,PhD,250000.0,90000.0,320000.0,New York,USA,Hybrid,SME (51-500),Finance,Networking|Cloud|Kubernetes|Distributed Systems|CUDA|Git|Statistics|Problem Solving,21.95,85,15.3,6.6,2025,1,0,1,0
AIJOB0402,AI Solutions Architect,Architecture,Senior,12,Bootcamp/Self-taught,320000.0,95000.0,320000.0,San Francisco,USA,Hybrid,Startup (1-50),Manufacturing,Python|System Design|Leadership|Cloud|Linux,54.22,84,16.5,6.3,2026,3,1,1,0
AIJOB0403,AI Solutions Architect,Architecture,Mid,6,Master's,320000.0,90000.0,320000.0,Austin,USA,Fully Remote,Enterprise (5000+),Consulting,Cloud|ML|System Design|Cloud|Linux|Git,56.1,84,8.8,7.4,2025,1,0,1,0
AIJOB0404,Multimodal AI Engineer,AI Engineering,Senior,9,Bachelor's,254000.0,95000.0,320000.0,Tokyo,Japan,On-site,SME (51-500),Technology,Python|APIs|PyTorch|Vision-Language Models|Fine-tuning|Problem Solving,22.41,90,10.0,6.9,2026,1,1,0,1
AIJOB0405,Senior ML Engineer,AI Engineering,Senior,8,Bachelor's,245000.0,95000.0,320000.0,San Francisco,USA,On-site,Enterprise (5000+),Media,PyTorch|Python|Distributed Systems|Linux|SQL|Cloud,18.07,96,56.0,6.7,2025,9,1,0,0
AIJOB0406,LLM Engineer,AI Engineering,Mid,4,Master's,160000.0,90000.0,320000.0,Amsterdam,Netherlands,On-site,Startup (1-50),Automotive,Python|RAG|Fine-tuning|Vector DBs|Communication|Research,21.95,98,62.4,7.4,2025,4,0,0,1
AIJOB0407,Prompt Engineer,AI Engineering,Mid,5,Bachelor's,200000.0,90000.0,320000.0,Paris,France,Hybrid,Big Tech (FAANG+),Healthcare,Python|Prompt Design|Documentation|NLP|Cloud|Linux|Statistics,2.44,82,12.9,9.2,2026,2,0,1,1
AIJOB0408,AI Engineer,AI Engineering,Mid,7,Bootcamp/Self-taught,101000.0,90000.0,320000.0,Beijing,China,Hybrid,Big Tech (FAANG+),Finance,Docker|Python|PyTorch|Problem Solving,50.73,95,70.3,8.4,2025,6,0,1,0
AIJOB0409,AI Ethics Officer,Governance,Mid,4,Bootcamp/Self-taught,110000.0,90000.0,320000.0,Paris,France,Hybrid,SME (51-500),Manufacturing,Research|Communication|Ethics Frameworks|Linux|Agile,46.34,72,18.0,9.7,2026,2,0,1,0
AIJOB0410,AI Compliance Manager,Governance,Entry,3,PhD,200000.0,90000.0,300000.0,San Francisco,USA,On-site,SME (51-500),Consulting,Risk Management|Auditing|Documentation|Legal Knowledge|EU AI Act|Research,2.56,68,6.7,6.7,2026,1,0,0,0
AIJOB0411,Deep Learning Engineer,AI Engineering,Mid,6,Associate's,142000.0,90000.0,320000.0,Austin,USA,On-site,Startup (1-50),Research,GPU Computing|Python|Neural Networks|TensorFlow|Agile|Linux,30.73,89,20.1,7.2,2026,3,0,0,0
AIJOB0412,Deep Learning Engineer,AI Engineering,Mid,5,PhD,141000.0,90000.0,320000.0,Berlin,Germany,Hybrid,Enterprise (5000+),Retail,Neural Networks|CUDA|GPU Computing|Python|PyTorch|TensorFlow|Cloud|Git,31.22,89,23.2,7.0,2026,2,0,1,0
AIJOB0413,MLOps Engineer,ML Operations,Senior,8,Bachelor's,260000.0,95000.0,320000.0,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Government,Kubernetes|Cloud|Monitoring|Python|CI/CD|MLflow|Cloud|Problem Solving,25.3,93,50.7,8.4,2026,2,1,1,0
AIJOB0414,ML Engineer,AI Engineering,Mid,7,Master's,244000.0,90000.0,320000.0,Boston,USA,Hybrid,Enterprise (5000+),Automotive,Kubernetes|MLOps|TensorFlow|SQL|Python|Cloud|Problem Solving|Communication,19.02,97,41.4,8.7,2025,11,0,1,0
AIJOB0415,AI Agent Developer,AI Engineering,Mid,6,Master's,290000.0,90000.0,320000.0,Austin,USA,Fully Remote,Mid-size (501-5000),Media,Python|APIs|Planning Systems|AutoGen|Cloud|Problem Solving|Git,41.46,96,27.1,7.6,2026,3,0,1,1
AIJOB0416,Robotics Engineer (AI),Robotics,Mid,4,Bootcamp/Self-taught,225000.0,90000.0,320000.0,Sydney,Australia,On-site,Big Tech (FAANG+),Research,Simulation|Control Systems|C++|Agile,9.76,76,22.5,6.0,2025,8,0,0,0
AIJOB0417,AI Engineer,AI Engineering,Mid,4,Associate's,186000.0,90000.0,320000.0,Boston,USA,Hybrid,Startup (1-50),Healthcare,PyTorch|LLM Integration|Python|Docker|Cloud (AWS/GCP/Azure)|Linux|Communication|Research,9.27,95,56.4,6.8,2025,12,0,1,0
AIJOB0418,AI Research Scientist,Research,Mid,5,Bootcamp/Self-taught,275000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,Mid-size (501-5000),Finance,Python|Research|Publishing|PyTorch|Agile,34.15,88,16.9,8.6,2025,1,0,1,0
AIJOB0419,Computer Vision Engineer,AI Engineering,Entry,3,Bachelor's,232000.0,90000.0,300000.0,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Consulting,Image Processing|CUDA|PyTorch|OpenCV|CNNs|Python|Cloud|Statistics|Leadership,18.97,87,25.4,9.6,2026,2,0,1,0
AIJOB0420,RAG Engineer,AI Engineering,Mid,7,Bachelor's,255000.0,90000.0,320000.0,New York,USA,Hybrid,Mid-size (501-5000),Energy,LangChain|Vector DBs|Python|LLMs|Embeddings|Search Systems|Communication|Statistics|Research,24.39,94,52.6,8.5,2025,11,0,1,1
AIJOB0421,AI Product Manager,Product,Mid,5,PhD,227000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Mid-size (501-5000),Research,Agile|Data Analysis|Stakeholder Mgmt|Product Strategy|AI Literacy|Research|Git,10.73,85,22.8,9.3,2026,3,0,1,0
AIJOB0422,AI Security Engineer,Security,Senior,10,Bachelor's,260000.0,95000.0,320000.0,New York,USA,On-site,SME (51-500),Automotive,Red Teaming|Cybersecurity|ML Security|Leadership|Communication|Problem Solving,25.3,80,22.5,6.4,2026,1,1,0,0
AIJOB0423,AI Research Scientist,Research,Senior,11,Master's,218000.0,95000.0,320000.0,Toronto,Canada,Fully Remote,Enterprise (5000+),Automotive,Publishing|PyTorch|Deep Learning|Statistics,5.06,88,20.0,8.4,2025,12,1,1,0
